회사명,종목코드,업종,주요제품,상장일,결산월,대표자명,홈페이지,지역
다나와,119860,소프트웨어 개발 및 공급업,"인터넷쇼핑몰 가격비교서비스, 온라인광고",2011-01-24,12월,"손윤환, 안징현",http://www.danawa.com,서울특별시
대륙제관,4780,기타 금속 가공제품 제조업,휴대용부탄가스 및 금속포장용기,1994-12-29,12월,"박봉국, 박봉준 (각자대표이사)",http://www.drcc.co.kr,서울특별시
대모,317850,특수 목적용 기계 제조업,"유압브레이커, 특수장비/부품, 퀵커플러 등",2019-07-24,12월,이원해,,경기도
대봉엘에스,78140,의약품 제조업,"원료의약품,화장품원료",2005-12-23,12월,"박종호, 박진오",http://www.daebongls.co.kr,인천광역시
대성엘텍,25440,영상 및 음향기기 제조업,카멀티미디어 및 TFT-LCD 부품제조..,1995-05-22,12월,박상규,http://www.dseltec.co.kr,서울특별시
대성창투,27830,신탁업 및 집합투자업,투자서비스,1999-11-30,12월,"김영훈, 박근진 (각자대표이사)",http://www.daesungpe.com,서울특별시
대양제지,6580,"펄프, 종이 및 판지 제조업",골판지원지,1993-12-29,12월,"권영,권혁홍",http://www.dygroup.co.kr,경기도
대정화금,120240,기초 화학물질 제조업,"시약, 원료의약품",2010-12-20,12월,송영준,http://www.daejung.kr,경기도
대주산업,3310,동물용 사료 및 조제식품 제조업,배합사료,1992-08-01,12월,"정은섭,김창종",http://www.daejooind.co.kr,서울특별시
더블유에프엠,35290,"서적, 잡지 및 기타 인쇄물 출판업","방과후컴퓨터상설반,교재및CD",1999-12-07,12월,이상훈,http://www.wfminc.co.kr,서울특별시
동성화인텍,33500,기초 화학물질 제조업,초저온 보냉재,1997-12-19,12월,류완수,http://www.dsfinetec.co.kr,부산광역시
동양에스텍,60380,1차 철강 제조업,"열연박판, 열연후판, 무늬강판",2002-02-05,12월,조남욱,http://www.dystec.co.kr,대전광역시
동양이엔피,79960,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","휴대폰용,OA기기및통신장비용,디지털가전용전원공급장치",2005-02-01,12월,"김재수,김재만",http://www.dyenp.com,경기도
동일철강,23790,1차 철강 제조업,찬넬,1994-11-07,12월,장인화,http://www.dongilsteel.com,부산광역시
드래곤플라이,30350,소프트웨어 개발 및 공급업,온라인게임,1997-11-10,12월,"박철승, 박인찬 (공동대표이사)",http://www.dragonflygame.com,서울특별시
드림시큐리티,203650,소프트웨어 개발 및 공급업,솔루션,2014-10-13,12월,범진규,http://www.dreamsecurity.com,서울특별시
디스플레이텍,66670,전자부품 제조업,LCD Module,2002-12-30,12월,박윤민,http://www.displaytech.co.kr,경기도
디알젬,263690,의료용 기기 제조업,"진단용 엑스선 촬영장치 및 부분품, X-ray 제너레이터 외",2018-11-22,12월,박정병,http://www.drgem.co.kr,경기도
디에이치피코리아,131030,의약품 제조업,티어린프리점안액,2010-12-03,12월,여대훈,http://www.dhpkorea.co.kr,충청북도
디케이디앤아이,33310,기타 금속 가공제품 제조업,산업용자동제어반기기,1997-11-10,12월,서홍민,http://www.dkdni.co.kr,서울특별시
랩지노믹스,84650,자연과학 및 공학 연구개발업,체외진단 서비스 및 제품,2014-12-16,12월,진승현,http://www.labgenomics.co.kr,경기도
레드로버,60300,"영화, 비디오물, 방송프로그램 제작 및 배급업","콘텐츠제작, 4D 시네마 시스템 및 영상관 구축, 3D융합, 3D HW, 3D SW, VR",2002-01-10,12월,김선욱,http://www.redrover.co.kr,서울특별시
로보티즈,108490,특수 목적용 기계 제조업,"솔루션(로봇 엑츄에이터 모듈과 구동 소프트웨어), 에듀테인먼트 로봇, 로봇 플랫폼",2018-10-26,12월,김병수,,서울특별시
멀티캠퍼스,67280,기타 교육기관,e-Learning서비스,2006-11-16,12월,유연호,http://www.multicampus.com,서울특별시
미래생명자원,218150,동물용 사료 및 조제식품 제조업,동물용 사료 및 조제식품 제조업,2015-06-18,12월,김성진,http://www.milaebio.com,서울특별시
바른손이앤에이,35620,소프트웨어 개발 및 공급업,게임 개발 및 서비스,1999-08-13,12월,"문양권, 곽신애(각자대표)",http://www.barunsongames.com,서울특별시
바이오로그디바이스,208710,전자부품 제조업,모바일용 카메라모듈 부품외,2014-12-24,12월,"이재선, 윤형진",http://www.biologdevice.com,경기도
바이오톡스텍,86040,자연과학 및 공학 연구개발업,"안전성평가,유효성평가",2007-09-21,12월,강종구,http://www.biotoxtech.com,충청북도
버추얼텍,36620,기타 전문 도매업,"고지유통, ERP시스템 운영",2000-01-11,12월,김호선,http://www.virtualtek.co.kr,서울특별시
보광산업,225530,기타 비금속 광물제품 제조업,"콘크리트용 부순골재, 아스콘, 레미콘",2015-12-17,12월,김윤수,http://www.bokwangindustry.co.kr,대구광역시
빅솔론,93190,컴퓨터 및 주변장치 제조업,"POS용프린터,프린팅메카니즘",2007-08-20,12월,"노현철,김장환 각자대표",http://www.bixolon.com,경기도
삼목에스폼,18310,"구조용 금속제품, 탱크 및 증기발생기 제조업","유로폼,갱폼,알루미늄폼,특수폼,유리온실사업",1996-05-03,12월,엄석호,http://www.sammok.co.kr,경기도
삼성스팩2호,291230,금융 지원 서비스업,기업인수합병,2018-09-13,12월,임동현,,서울특별시
상상인,38540,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",전자계전기(RELAY),2000-08-18,12월,"유준원, 이민식(각자 대표이사)",http://www.texcell-netcom.co.kr,경기도
서암기계공업,100660,일반 목적용 기계 제조업,"공작기계부품(정밀기어,척),산업기계 제조부동산 임대",2011-12-19,12월,"권영호, 권영열",http://smiltd.co.kr,광주광역시
서연전자,12860,자동차 신품 부품 제조업,"스마트키,스위치",1994-10-26,12월,김상기,http://www.seoyonelec.com,경기도
서울반도체,46890,반도체 제조업,"Display, Chip LED, Lamp",2002-01-17,12월,"이정훈, 유현종(각자대표)",http://www.seoulsemicon.co.kr,경기도
세원,234100,자동차 신품 부품 제조업,자동차 공조장치 부품,2017-10-20,12월,염승섭,http://www.sewonmfg.co.kr,경기도
세화피앤씨,252500,기타 화학제품 제조업,염모제 등,2016-11-02,12월,이훈구,http://www.sewha.co.kr,충청북도
셀트리온헬스케어,91990,기타 전문 도매업,바이오의약품 마케팅 및 판매,2017-07-28,12월,김형기,http://www.celltrionhealthcare.com/kr/index.do,인천광역시
소리바다,53110,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",수도용 및 원예용 상토,2001-10-09,12월,손지현,http://www.soribada.com/corp,서울특별시
솔고바이오,43100,의료용 기기 제조업,"가정용 온열치료기,의료기구",2000-08-08,12월,"김서곤, 김일(각자대표)",http://www.solco.co.kr,경기도
쇼박스,86980,"영화, 비디오물, 방송프로그램 제작 및 배급업",영화투자및배급,2006-07-07,12월,"황순일, 김도수(공동대표)",http://www.showbox.co.kr,서울특별시
슈프리마,236200,통신 및 방송 장비 제조업,바이오인식 관련 제품,2016-02-05,12월,"송봉섭,문영수 각자대표",,경기도
슈피겐코리아,192440,그외 기타 제품 제조업,"핸드폰 케이스, 액정보호필름",2014-11-05,12월,김대영,http://www.spigen.co.kr,서울특별시
시큐브,131090,소프트웨어 개발 및 공급업,"시스템보안관리솔루션, 정보유출방지솔루션",2011-12-21,12월,홍기융,http://www.secuve.com,서울특별시
신라섬유,1000,부동산 임대 및 공급업,부동산,1994-06-28,12월,박재흥,무,대구광역시
신한제3호스팩,257730,금융 지원 서비스업,기업인수합병,2017-02-23,12월,김철식,,서울특별시
신화콘텍,187270,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","커넥터(정보통신기기용, 디스플레이용, HDD용 등)",2014-08-08,12월,이정진,http://www.sh-ct.co.kr,경기도
심텍,222800,전자부품 제조업,반도체용 인쇄회로기판,2015-08-07,12월,최시돈,http://www.simmtech.co.kr,충청북도
심텍홀딩스,36710,통신 및 방송 장비 제조업,반도체용 인쇄회로기판,2000-01-04,12월,박광준,http://www.simmtechholdings.co.kr,충청북도
싸이맥스,160980,특수 목적용 기계 제조업,"웨이퍼 이송장치(Cluster Tool, EFEM, LPM 등)",2015-06-17,12월,"정혜승, 엄주용 (각자대표)",http://www.cymechs.com,경기도
씨유메디칼,115480,의료용 기기 제조업,심장제세동기,2011-12-15,12월,나학록,http://www.cu911.com,강원도
씨티케이코스메틱스,260930,기타 화학제품 제조업,완제 화장품 (색조 및 기초),2017-12-07,12월,"정인용, 최선영 공동대표",http://ctkcosmetics.com,경기도
아미노로직스,74430,기타 전문 도매업,DVR용 영상처리 칩,2004-06-04,12월,"오장석,오성석",http://www.aminologics.co.kr,서울특별시
아바코,83930,특수 목적용 기계 제조업,평판디스플레이제조용장비,2005-10-11,12월,"김광현, 위지명(공동대표이사)",http://www.avaco.co.kr,대구광역시
아바텍,149950,전자부품 제조업,"Glass Slimming & ITO코팅 제품, PDP필터",2012-11-06,12월,"박명섭 공동대표이사, 위지명 공동대표이사",http://www.avatec.co.kr,대구광역시
아이에스이커머스,69920,무점포 소매업,"해외, 국내 상품 소싱 및 판매대행 서비스",2007-12-05,12월,김응상,http://www.isecommerce.co.kr,서울특별시
아이엠,101390,전자부품 제조업,휴대폰카메라모듈 등,2008-07-23,12월,박세철,http://www.im2006.com,경기도
아이엠텍,226350,전자부품 제조업,휴대폰용 안테나 및 카메라모듈,2016-02-03,12월,이상범,http://www.im-tech.com,경기도
아이큐어,175250,의약품 제조업,"플라스타, 의약 및 의약외품 패취등, 마스크팩, 화장품 기초라인",2018-07-12,12월,최영권,http://icure.co.kr,서울특별시
애니젠,196300,기초 의약물질 및 생물학적 제제 제조업,펩타이드 바이오소재 및 아미노산 펩타이드 신약,2016-12-07,12월,김재일,http://www.anygen.com,광주광역시
액토즈소프트,52790,소프트웨어 개발 및 공급업,온라인 게임 및 모바일 게임,2001-08-14,12월,구오하이빈(Guo Haibin),http://www.actoz.com,서울특별시
앤씨앤,92600,반도체 제조업,영상처리용 시스템반도체,2007-06-26,12월,김경수,http://nc-and.com,경기도
에너토크,19990,일반 목적용 기계 제조업,전동액츄에이터,2006-02-01,12월,"장기원, 김민찬(각자대표)",http://www.enertork.com,경기도
에스디생명공학,217480,기타 화학제품 제조업,"마스크팩, 기초화장품",2017-03-02,12월,박설웅,http://sdbiotech.co.kr,서울특별시
에스아이리소스,65420,석탄 광업,자카드직물,2002-08-22,12월,박희연,http://www.siresource.co.kr,서울특별시
에스엠코어,7820,일반 목적용 기계 제조업,"자동화물류서비스, 자동화공정설비",2011-11-08,12월,이준영,http://www.smck.com,서울특별시
에스트래픽,234300,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","교통관련 솔루션 개발, 시스템통합 S/W 개발",2017-12-05,12월,문찬종,http://www.straffic.co.kr,경기도
에스티아이,39440,특수 목적용 기계 제조업,"Chemical 중앙공급시스템(C.C.S.S), 세정·식각시스템",2002-02-28,12월,"서인수, 이우석 (각자대표)",http://www.stinc.co.kr,경기도
에쎈테크,43340,일반 목적용 기계 제조업,LPG밸브,2000-08-29,12월,"조시영, 정재식",http://www.essentech.co.kr,전라북도
에이아이비트,39230,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","반도체 검사장비, TFT-LCD 검사장치& 검사장비",2000-06-22,12월,박준일,http://tscmemsys.com,서울특별시
에이텍,45660,컴퓨터 및 주변장치 제조업,"PC,모니터",2001-05-24,12월,한가진,http://www.atec.kr,경기도
에코프로,86520,기타 화학제품 제조업,"환경소재,화학필터,이차전지소재등",2007-07-20,12월,이동채,http://www.ecopro.co.kr,충청북도
에프엔씨엔터,173940,창작 및 예술관련 서비스업,"콘서트, 음반/음원",2014-12-04,12월,"안석준, 한승훈(공동대표)",http://www.fncent.com,서울특별시
엑세스바이오,950130,의료용품 및 기타 의약 관련제품 제조업,"말라리아 진단키트(RDT), HIV 진단키트(RDT)",2013-05-30,12월,최영호,http://www.accessbio.net,미국
엑시콘,92870,특수 목적용 기계 제조업,반도체 검사장비,2015-10-22,12월,박상준,http://www.exicon.co.kr,경기도
엔에이치스팩11호,256840,금융 지원 서비스업,기업인수합병,2016-12-28,12월,조경훈,,서울특별시
엔지스테크널러지,208860,소프트웨어 개발 및 공급업,"Nav-Link 솔루션, BringGo 어플리케이션 등",2016-07-28,12월,박용선,http://www.engistech.com,서울특별시
엔터메이트,206400,소프트웨어 개발 및 공급업,"웹게임, 모바일게임",2014-12-10,12월,정집훈,http://www.entermate.com,서울특별시
엔텔스,69410,소프트웨어 개발 및 공급업,운용지원솔루션,2007-06-20,12월,심재희,http://www.ntels.com,서울특별시
엠게임,58630,소프트웨어 개발 및 공급업,"온라인 게임 개발 및 퍼블리싱(열혈강호온라인,홀릭2,영웅)",2008-12-19,12월,권이형,http://www.mgamecorp.com,서울특별시
영우디에스피,143540,특수 목적용 기계 제조업,OLED/LCD 디스플레이 검사장비,2014-10-29,12월,박금성,http://www.ywdsp.com,충청남도
오가닉티코스메틱,900300,기타 금융업,"유아용 화장품(클렌징, 여름용, 피부케어, 기능성 화장품)",2016-11-04,12월,채정망,,홍콩
오리엔탈정공,14940,일반 목적용 기계 제조업,"조선해양구조물 및 조선해양기계품 제작,",2001-12-26,12월,박세철,http://www.opco.co.kr,부산광역시
오리콤,10470,광고업,광고대행,2000-10-24,12월,"고영섭, 김성대(각자 대표이사)",http://www.oricom.co.kr,서울특별시
오성첨단소재,52420,플라스틱제품 제조업,"LCD Aging System, LCD 신뢰성 분석장비",2001-08-07,12월,이장원,http://www.osunglst.com,충청남도
